,Battery Voltage [V],Velocity [km/h],Battery Temperature [°C],Cabin Temperature Sensor [°C],Heat Exchanger Temperature [°C],Throttle [%],SoC [%]
5253,381.96,84.08,22.0,23.34,5.0,47.68,79.0
5254,382.01,84.14,22.0,23.34,5.0,47.25,79.0
5255,382.11,84.21,22.0,23.34,5.0,47.2,79.0
5256,382.21,84.38,22.0,23.34,5.0,47.2,79.0
5257,382.26,84.38,22.0,23.34,5.0,47.05,79.0
5258,382.32,84.36,22.0,23.34,5.0,46.79,79.0
5259,382.47,84.4,22.0,23.34,5.0,46.75,79.0
5260,382.6,84.46,22.0,23.34,5.0,46.75,79.0
5261,382.6,84.53,22.0,23.34,5.0,46.75,79.0
5262,382.6,84.54,22.0,23.34,5.0,46.75,79.0
5263,382.6,84.53,22.0,23.34,5.0,46.75,79.0
5264,382.59,84.57,22.0,23.34,5.0,46.88,79.0
5265,382.54,84.59,22.0,23.34,5.0,47.14,79.0
5266,382.48,84.61,22.0,23.34,5.0,47.38,79.0
5267,382.33,84.66,22.0,23.34,5.0,47.53,79.0
5268,382.19,84.69,22.0,23.34,5.0,47.38,79.0
5269,382.14,84.69,22.0,23.34,5.0,47.38,79.0
5270,382.11,84.76,22.0,23.34,5.0,47.2,79.0
5271,382.16,84.84,22.0,23.34,5.0,47.38,79.0
5272,382.19,84.93,22.0,23.34,5.0,47.38,79.0
5273,382.14,84.91,22.0,23.34,5.0,47.2,79.0
5274,382.11,84.92,22.0,23.34,5.0,47.12,79.0
5275,382.16,84.96,22.0,23.34,5.0,47.12,79.0
5276,382.21,85.0,22.0,23.34,5.0,46.96,79.0
5277,382.26,85.11,22.0,23.34,5.0,47.05,79.0
5278,382.3,85.14,22.0,23.34,5.0,47.05,79.0
5279,382.3,85.14,22.0,23.34,5.0,47.2,79.0
5280,382.31,85.19,22.0,23.34,5.0,47.15,79.0
5281,382.36,85.13,22.0,23.34,5.0,46.88,79.0
5282,382.41,85.14,22.0,23.34,5.0,46.88,79.0
5283,382.46,85.25,22.0,23.34,5.0,46.88,79.0
5284,382.5,85.34,22.0,23.34,5.0,46.88,78.99
5285,382.5,85.29,22.0,23.34,5.0,46.75,78.94
5286,382.5,85.31,22.0,23.34,5.0,46.88,78.9
5287,382.5,85.36,22.0,23.34,5.0,46.88,78.9
5288,382.49,85.44,22.0,23.34,5.0,46.88,78.9
5289,382.44,85.43,22.0,23.34,5.0,46.86,78.9
5290,382.41,85.36,22.0,23.34,5.0,46.75,78.9
5291,382.46,85.33,22.0,23.34,5.0,46.75,78.9
5292,382.5,85.47,22.0,23.34,5.0,46.88,78.9
5293,382.5,85.51,22.0,23.34,5.0,47.05,78.9
5294,382.49,85.51,22.0,23.34,5.0,46.88,78.9
5295,382.44,85.46,22.0,23.34,5.0,47.05,78.9
5296,382.38,85.56,22.0,23.34,5.0,47.21,78.9
5297,382.23,85.65,22.0,23.34,5.0,47.38,78.9
5298,382.09,85.66,22.0,23.34,5.0,47.2,78.9
5299,382.04,85.48,22.0,23.34,5.0,47.05,78.9
5300,382.01,85.55,22.0,23.34,5.0,47.2,78.9
5301,382.06,85.74,22.0,23.34,5.0,47.05,78.9
5302,382.11,85.82,22.0,23.34,5.0,47.2,78.9
5303,382.16,85.82,22.0,23.34,5.0,47.05,78.9
5304,382.21,85.79,22.0,23.34,5.0,46.88,78.9
5305,382.31,85.84,22.0,23.34,5.0,46.88,78.9
5306,382.4,85.9,22.0,23.34,5.0,46.88,78.9
5307,382.4,85.93,22.0,23.34,5.0,46.75,78.9
5308,382.42,85.9,22.0,23.34,5.0,46.3,78.9
5309,382.57,85.92,22.0,23.34,5.0,45.95,78.9
5310,382.71,86.05,22.0,23.34,5.0,45.95,78.9
5311,382.76,86.03,22.0,23.34,5.0,45.95,78.9
5312,382.81,85.9,22.0,23.34,5.0,44.85,78.9
5313,382.86,85.87,22.0,23.34,5.0,44.6,78.9
5314,382.92,85.91,22.0,23.34,5.0,44.43,78.9
5315,383.07,85.89,22.0,23.34,5.0,44.28,78.9
5316,383.21,85.89,22.0,23.34,5.0,44.28,78.9
5317,383.31,85.9,22.0,23.34,5.0,44.25,78.9
5318,383.41,85.87,22.0,23.34,5.0,43.97,78.9
5319,383.51,85.84,22.0,23.34,5.0,43.05,78.9
5320,383.61,85.69,22.0,23.34,5.0,42.12,78.9
5321,383.71,85.74,22.0,23.34,5.0,41.8,78.9
5322,383.82,85.7,22.0,23.34,5.0,41.76,78.9
5323,383.97,85.68,22.0,23.34,5.0,41.78,78.9
5324,384.12,85.61,22.0,23.34,5.0,41.76,78.9
5325,384.27,85.56,22.0,23.34,5.0,41.2,78.9
5326,384.41,85.47,22.0,23.34,5.0,40.55,78.9
5327,384.51,85.39,22.0,23.34,5.0,40.08,78.9
5328,384.61,85.31,22.0,23.34,5.0,39.93,78.9
5329,384.66,85.18,22.0,23.34,5.0,39.93,78.9
5330,384.7,85.15,22.0,23.34,5.0,40.08,78.9
5331,384.7,85.03,22.0,23.34,5.0,40.08,78.9
5332,384.7,84.96,22.0,23.34,5.0,40.1,78.9
5333,384.7,84.87,22.0,23.34,5.0,40.08,78.9
5334,384.7,84.79,22.0,23.34,5.0,40.08,78.9
5335,384.7,84.71,22.0,23.34,5.0,40.08,78.9
5336,384.7,84.61,22.0,23.34,5.0,40.08,78.9
5337,384.7,84.57,22.0,23.34,5.0,40.23,78.9
5338,384.7,84.49,22.0,23.34,5.0,40.37,78.9
5339,384.7,84.44,22.0,23.34,5.0,40.4,78.9
5340,384.7,84.33,22.0,23.34,5.0,40.4,78.9
5341,384.7,84.2,22.0,23.34,5.0,40.23,78.9
5342,384.71,84.14,22.0,23.34,5.0,40.23,78.9
5343,384.76,84.0,22.0,23.34,5.0,40.08,78.9
5344,384.8,83.97,22.0,23.34,5.0,40.23,78.9
5345,384.8,83.92,22.0,23.34,5.0,40.23,78.9
5346,384.79,83.77,22.0,23.34,5.0,40.4,78.9
5347,384.74,83.72,22.0,23.34,5.0,41.12,78.9
5348,384.68,83.68,22.0,23.34,5.0,42.07,78.9
5349,384.53,83.62,22.0,23.34,5.0,43.48,78.9
5350,384.39,83.53,22.0,23.34,5.0,44.1,78.9
5351,384.29,83.45,22.0,23.34,5.0,44.55,78.9
5352,384.18,83.36,22.0,23.34,5.0,44.58,78.9
5353,384.03,83.34,22.0,23.34,5.0,44.58,78.9
5354,383.89,83.25,22.0,23.34,5.0,44.45,78.9
5355,383.79,83.28,22.0,23.34,5.0,44.58,78.9
5356,383.69,83.22,22.0,23.34,5.0,44.28,78.9
5357,383.59,83.15,22.0,23.34,5.0,44.28,78.9
5358,383.51,83.19,22.0,23.34,5.0,44.1,78.9
5359,383.61,83.12,22.0,23.34,5.0,43.76,78.9
5360,383.71,83.12,22.0,23.34,5.0,43.65,78.9
5361,383.76,83.05,22.0,23.34,5.0,43.5,78.9
5362,383.81,83.05,22.0,23.34,5.0,42.43,78.89
5363,383.91,82.97,22.0,23.34,5.0,40.75,78.84
5364,384.02,82.91,22.0,23.34,5.0,39.75,78.8
5365,384.17,82.95,22.0,23.34,5.0,39.93,78.8
5366,384.31,82.87,22.0,23.34,5.0,39.75,78.8
5367,384.41,82.8,22.0,23.34,5.0,38.72,78.8
5368,384.52,82.74,22.0,23.34,5.0,38.25,78.8
5369,384.67,82.73,22.0,23.34,5.0,37.52,78.8
5370,384.82,82.46,22.0,23.34,5.0,34.52,78.8
5371,385.02,82.48,22.0,23.34,5.0,34.37,78.8
5372,385.21,82.46,22.0,23.34,5.0,34.35,78.8
5373,385.26,82.43,22.0,23.34,5.0,34.22,78.8
5374,385.31,82.39,22.0,23.34,5.0,33.55,78.8
5375,385.41,82.23,22.0,23.34,5.0,31.14,78.8
5376,385.51,82.21,22.0,23.34,5.0,30.0,78.8
5377,385.61,82.0,22.0,23.34,5.0,30.18,78.8
5378,385.7,81.88,22.0,23.34,5.0,30.43,78.8
5379,385.7,81.84,22.0,23.34,5.0,30.43,78.8
5380,385.7,81.75,22.0,23.34,5.0,30.45,78.8
5381,385.7,81.63,22.0,23.34,5.0,30.48,78.8
5382,385.7,81.52,22.0,23.34,5.0,30.3,78.8
5383,385.7,81.37,22.0,23.34,5.0,30.3,78.8
5384,385.7,81.27,22.0,23.34,5.0,30.45,78.8
5385,385.7,81.09,22.0,23.34,5.0,30.48,78.8
5386,385.7,80.87,22.0,23.34,5.0,30.63,78.8
5387,385.7,80.77,22.0,23.34,5.0,32.66,78.8
5388,385.68,80.7,22.0,23.34,5.0,33.93,78.8
5389,385.53,80.67,22.0,23.34,5.0,34.9,78.8
5390,385.39,80.49,22.0,23.34,5.0,35.28,78.8
5391,385.34,80.29,22.0,23.32,5.0,36.48,78.8
5392,385.29,80.24,22.0,23.31,5.0,36.98,78.8
5393,385.19,80.25,22.0,23.29,5.0,37.72,78.8
5394,385.09,80.0,22.0,23.27,5.0,38.68,78.8
5395,385.04,79.88,22.0,23.26,5.0,39.6,78.8
5396,384.99,79.89,22.0,23.24,5.0,40.08,78.8
5397,384.94,79.84,22.0,23.22,5.0,40.82,78.8
5398,384.88,79.78,22.0,23.21,5.0,41.9,78.8
5399,384.73,79.72,22.0,23.19,5.0,43.15,78.8
5400,384.59,79.63,22.0,23.17,5.0,44.1,78.8
5401,384.49,79.61,22.0,23.17,5.0,44.72,78.8
5402,384.38,79.57,22.0,23.17,5.0,46.4,78.8
5403,384.23,79.51,22.0,23.17,5.0,47.05,78.8
5404,384.09,79.46,22.0,23.17,5.0,47.38,78.8
5405,383.99,79.38,22.0,23.17,5.0,47.65,78.8
5406,383.87,79.33,22.0,23.17,5.0,48.1,78.8
5407,383.62,79.34,22.0,23.17,5.0,48.9,78.8
5408,383.37,79.35,22.0,23.17,5.0,48.93,78.8
5409,383.12,79.34,22.0,23.17,5.0,48.63,78.8
5410,382.88,79.37,22.0,23.17,5.0,48.63,78.8
5411,382.73,79.4,22.0,23.19,5.0,48.48,78.8
5412,382.58,79.54,22.0,23.2,5.0,48.45,78.8
5413,382.43,79.56,22.0,23.22,5.0,48.3,78.8
5414,382.28,79.54,22.0,23.24,5.0,48.13,78.8
5415,382.13,79.58,22.0,23.25,5.0,48.0,78.8
5416,382.0,79.64,22.0,23.27,5.0,47.4,78.8
5417,382.0,79.79,22.0,23.29,5.0,46.67,78.8
5418,382.02,79.87,22.0,23.3,5.0,45.13,78.8
5419,382.22,79.92,22.0,23.32,5.0,43.57,78.8
5420,382.44,79.97,22.0,23.34,5.0,41.97,78.8
5421,382.79,80.02,22.0,23.34,5.0,40.59,78.8
5422,383.12,80.04,22.0,23.34,5.0,39.37,78.8
5423,383.32,79.82,22.0,23.34,5.0,36.58,78.8
5424,383.54,79.76,22.0,23.34,5.0,34.2,78.8
5425,383.89,79.93,22.0,23.34,5.0,34.2,78.8
5426,384.21,79.9,22.0,23.34,5.0,34.03,78.8
5427,384.31,79.85,22.0,23.34,5.0,33.88,78.8
5428,384.42,79.77,22.0,23.34,5.0,33.0,78.8
5429,384.57,79.72,22.0,23.34,5.0,30.85,78.8
5430,384.72,79.66,22.0,23.34,5.0,30.63,78.8
5431,384.87,79.6,22.0,23.34,5.0,30.75,78.8
5432,385.02,79.5,22.0,23.34,5.0,30.93,78.8
5433,385.17,79.4,22.0,23.34,5.0,31.25,78.8
5434,385.31,79.35,22.0,23.34,5.0,31.68,78.8
5435,385.41,79.23,22.0,23.34,5.0,31.83,78.8
5436,385.5,79.16,22.0,23.34,5.0,32.18,78.8
5437,385.5,79.0,22.0,23.34,5.0,33.06,78.8
5438,385.48,78.9,22.0,23.34,5.0,35.53,78.8
5439,385.28,78.82,22.0,23.34,5.0,37.1,78.8
5440,385.09,78.78,22.0,23.34,5.0,38.03,78.8
5441,385.04,78.64,22.0,23.34,5.0,40.81,78.8
5442,384.98,78.55,22.0,23.34,5.0,42.38,78.8
5443,384.83,78.47,22.0,23.34,5.0,43.65,78.8
5444,384.69,78.42,22.0,23.34,5.0,44.25,78.8
5445,384.59,78.33,22.0,23.34,5.0,44.28,78.8
5446,384.48,78.26,22.0,23.34,5.0,44.55,78.8
5447,384.33,78.06,22.0,23.34,5.0,44.32,78.8
5448,384.19,78.09,22.0,23.34,5.0,44.92,78.8
5449,384.09,78.19,22.0,23.34,5.0,44.9,78.8
5450,383.98,78.13,22.0,23.34,5.0,44.75,78.8
5451,383.83,78.07,22.0,23.34,5.0,44.75,78.8
5452,383.69,78.05,22.0,23.34,5.0,44.75,78.8
5453,383.64,78.04,22.0,23.34,5.0,44.43,78.8
5454,383.61,78.08,22.0,23.34,5.0,43.8,78.8
5455,383.71,78.12,22.0,23.34,5.0,42.32,78.8
5456,383.81,78.09,22.0,23.34,5.0,40.7,78.8
5457,383.91,77.96,22.0,23.34,5.0,38.31,78.8
5458,384.03,77.83,22.0,23.34,5.0,34.74,78.8
5459,384.28,77.86,22.0,23.34,5.0,34.2,78.8
5460,384.51,77.94,22.0,23.34,5.0,33.42,78.8
5461,384.56,77.89,22.0,23.32,5.0,32.22,78.8
5462,384.62,77.79,22.0,23.31,5.0,30.82,78.8
5463,384.77,77.75,22.0,23.29,5.0,30.22,78.8
5464,384.91,77.69,22.0,23.27,5.0,28.63,78.8
5465,385.01,77.61,22.0,23.26,5.0,27.7,78.8
5466,385.12,77.53,22.0,23.24,5.0,27.68,78.8
5467,385.32,77.49,22.0,23.22,5.0,27.53,78.8
5468,385.52,77.43,22.0,23.21,5.0,27.2,78.8
5469,385.67,77.29,22.0,23.19,5.0,26.78,78.8
5470,385.84,77.22,22.0,23.17,5.0,26.75,78.8
5471,386.24,77.05,22.0,23.17,5.0,26.75,78.8
5472,386.61,76.93,22.0,23.17,5.0,26.58,78.8
5473,386.66,76.72,22.0,23.17,5.0,25.85,78.8
5474,386.71,76.55,22.0,23.17,5.0,25.65,78.8
5475,386.81,76.38,22.0,23.17,5.0,25.38,78.8
5476,386.9,76.22,22.0,23.17,5.0,25.5,78.8
5477,386.9,76.07,22.0,23.17,5.0,25.53,78.8
5478,386.87,75.87,22.0,23.17,5.0,25.98,78.8
5479,386.62,75.76,22.0,23.17,5.0,27.94,78.8
5480,386.36,75.62,22.0,23.17,5.0,32.29,78.8
5481,386.01,75.55,22.0,23.17,5.0,34.62,78.8
5482,385.68,75.45,22.0,23.17,5.0,35.25,78.8
5483,385.48,75.38,22.0,23.17,5.0,35.84,78.8
5484,385.3,75.27,22.0,23.17,5.0,36.2,78.8
5485,385.3,75.11,22.0,23.17,5.0,36.79,78.8
5486,385.29,75.09,22.0,23.17,5.0,38.32,78.8
5487,385.19,75.02,22.0,23.17,5.0,39.6,78.8
5488,385.09,74.92,22.0,23.17,5.0,39.93,78.8
5489,385.04,74.84,22.0,23.17,5.0,40.4,78.8
5490,384.99,74.74,22.0,23.17,5.0,40.55,78.8
5491,384.94,74.66,22.0,23.17,5.0,40.68,78.8
5492,384.9,74.67,22.0,23.17,5.0,40.68,78.8
5493,384.9,74.59,22.0,23.17,5.0,40.68,78.8
5494,384.91,74.53,22.0,23.17,5.0,40.44,78.8
5495,384.96,74.43,22.0,23.17,5.0,40.23,78.8
5496,385.01,74.34,22.0,23.17,5.0,39.93,78.8
5497,385.06,74.29,22.0,23.17,5.0,38.75,78.8
5498,385.11,74.29,22.0,23.17,5.0,36.98,78.8
5499,385.21,74.18,22.0,23.17,5.0,35.03,78.8
5500,385.32,74.1,22.0,23.17,5.0,33.31,78.8
5501,385.47,74.03,22.0,23.17,5.0,32.25,78.8
5502,385.61,74.02,22.0,23.17,5.0,30.57,78.8
5503,385.71,73.91,22.0,23.17,5.0,29.68,78.8
5504,385.81,73.8,22.0,23.17,5.0,29.38,78.8
5505,385.91,73.68,22.0,23.17,5.0,29.08,78.8
5506,386.0,73.54,22.0,23.17,5.0,29.08,78.8
5507,386.0,73.44,22.0,23.17,5.0,29.11,78.8
5508,386.0,73.33,22.0,23.17,5.0,29.2,78.8
5509,386.0,73.22,22.0,23.17,5.0,29.38,78.8
5510,385.99,73.08,22.0,23.17,5.0,29.64,78.8
5511,385.94,73.01,22.0,23.17,5.0,30.55,78.8
5512,385.89,72.87,22.0,23.17,5.0,32.95,78.8
5513,385.79,72.76,22.0,23.17,5.0,35.42,78.8
5514,385.68,72.68,22.0,23.17,5.0,38.22,78.8
5515,385.53,72.56,22.0,23.17,5.0,40.74,78.8
5516,385.39,72.48,22.0,23.17,5.0,41.89,78.8
5517,385.29,72.37,22.0,23.17,5.0,41.93,78.8
5518,385.18,72.3,22.0,23.17,5.0,41.93,78.79
5519,385.03,72.28,22.0,23.17,5.0,41.81,78.74
5520,384.89,72.23,22.0,23.17,5.0,41.93,78.7
5521,384.84,72.14,22.0,23.17,5.0,41.4,78.7
5522,384.81,72.09,22.0,23.17,5.0,36.07,78.7
5523,384.91,72.11,22.0,23.17,5.0,28.83,78.7
5524,385.06,72.04,22.0,23.17,5.0,20.43,78.7
5525,385.61,71.95,22.0,23.17,5.0,9.72,78.7
5526,386.32,71.88,22.0,23.17,5.0,2.56,78.7
5527,388.42,71.72,22.0,23.17,5.0,0.0,78.7
5528,390.46,71.31,22.0,23.17,5.0,0.0,78.71
5529,392.01,70.88,22.0,23.17,5.0,0.0,78.76
5530,393.44,70.34,22.0,23.17,5.0,0.0,78.8
5531,393.79,69.72,22.0,23.17,5.0,0.0,78.8
5532,394.1,69.12,22.0,23.17,5.0,0.0,78.8
5533,394.1,68.49,22.0,23.17,5.0,0.93,78.8
5534,394.07,67.84,22.0,23.17,5.0,2.3,78.8
5535,393.82,67.19,22.0,23.17,5.0,4.03,78.8
5536,393.54,66.53,22.0,23.17,5.0,5.85,78.8
5537,392.99,65.97,22.0,23.17,5.0,9.23,78.8
5538,392.37,65.49,22.0,23.17,5.0,15.66,78.8
5539,391.17,65.01,22.0,23.17,5.0,26.05,78.8
5540,390.0,64.69,22.0,23.17,5.0,33.97,78.8
5541,389.05,64.4,22.0,23.19,5.0,40.07,78.8
5542,388.12,64.08,22.0,23.2,5.0,44.35,78.8
5543,387.32,63.94,22.0,23.22,5.0,48.69,78.8
5544,386.44,63.87,22.0,23.24,5.0,51.87,78.8
5545,384.94,63.85,22.0,23.25,5.0,53.4,78.8
5546,383.48,63.89,22.0,23.27,5.0,53.86,78.8
5547,382.33,63.99,22.0,23.29,5.0,55.22,78.8
5548,381.18,64.14,22.0,23.3,5.0,54.65,78.8
5549,380.08,64.39,22.0,23.32,5.0,54.21,78.8
5550,379.07,64.77,22.0,23.34,5.0,53.58,78.8
5551,378.82,65.15,22.0,23.34,5.0,52.84,78.8
5552,378.61,65.46,22.0,23.34,5.0,52.8,78.8
5553,378.71,65.78,22.0,23.34,5.0,51.8,78.8
5554,378.82,66.09,22.0,23.34,5.0,50.34,78.8
5555,379.02,66.45,22.0,23.34,5.0,49.13,78.8
5556,379.28,66.81,22.0,23.34,5.0,47.2,78.8
5557,380.03,67.08,22.0,23.34,5.0,45.95,78.8
5558,380.76,67.24,22.0,23.34,5.0,45.71,78.79
5559,381.31,67.37,22.0,23.34,5.0,45.92,78.74
5560,381.82,67.52,22.0,23.34,5.0,46.41,78.7
5561,381.97,67.7,22.0,23.34,5.0,47.16,78.7
5562,382.09,67.87,22.0,23.34,5.0,48.55,78.7
5563,381.99,68.08,22.0,23.34,5.0,50.59,78.7
5564,381.87,68.12,22.0,23.34,5.0,50.63,78.7
5565,381.57,68.17,22.0,23.34,5.0,50.63,78.7
5566,381.28,68.27,22.0,23.34,5.0,50.63,78.7
5567,381.08,68.5,22.0,23.34,5.0,50.59,78.7
5568,380.89,68.67,22.0,23.34,5.0,50.48,78.7
5569,380.84,68.83,22.0,23.34,5.0,50.63,78.7
5570,380.78,68.97,22.0,23.34,5.0,50.66,78.7
5571,380.63,69.2,22.0,23.34,5.0,50.78,78.7
5572,380.48,69.5,22.0,23.34,5.0,50.95,78.7
5573,380.28,69.74,22.0,23.34,5.0,50.82,78.7
5574,380.08,69.77,22.0,23.34,5.0,50.63,78.7
5575,379.93,69.88,22.0,23.34,5.0,50.63,78.7
5576,379.79,70.08,22.0,23.34,5.0,50.63,78.7
5577,379.74,70.46,22.0,23.34,5.0,50.3,78.7
5578,379.71,70.67,22.0,23.34,5.0,50.0,78.7
5579,379.81,70.82,22.0,23.34,5.0,49.26,78.7
5580,379.93,71.01,22.0,23.34,5.0,48.05,78.7
5581,380.18,71.16,22.0,23.34,5.0,47.13,78.7
5582,380.44,71.37,22.0,23.34,5.0,46.35,78.7
5583,380.84,71.57,22.0,23.34,5.0,45.95,78.7
5584,381.23,71.74,22.0,23.34,5.0,45.95,78.7
5585,381.48,71.82,22.0,23.34,5.0,45.95,78.7
5586,381.72,71.91,22.0,23.34,5.0,45.95,78.7
5587,381.87,72.01,22.0,23.34,5.0,45.95,78.7
5588,382.01,72.12,22.0,23.34,5.0,45.95,78.7
5589,382.11,72.23,22.0,23.34,5.0,45.95,78.7
5590,382.22,72.32,22.0,23.34,5.0,45.95,78.7
5591,382.37,72.38,22.0,23.34,5.0,46.41,78.7
5592,382.49,72.43,22.0,23.34,5.0,46.75,78.7
5593,382.44,72.53,22.0,23.34,5.0,47.49,78.7
5594,382.38,72.63,22.0,23.34,5.0,48.55,78.69
5595,382.23,72.68,22.0,23.34,5.0,49.05,78.64
5596,382.08,72.69,22.0,23.34,5.0,49.23,78.6
5597,381.93,72.71,22.0,23.34,5.0,49.38,78.6
5598,381.78,72.84,22.0,23.34,5.0,49.81,78.6
5599,381.58,73.03,22.0,23.34,5.0,50.0,78.6
5600,381.37,73.13,22.0,23.34,5.0,50.48,78.6
5601,381.12,73.25,22.0,23.34,5.0,51.36,78.6
5602,380.86,73.38,22.0,23.34,5.0,51.55,78.6
5603,380.46,73.47,22.0,23.34,5.0,52.03,78.6
5604,380.06,73.66,22.0,23.34,5.0,52.28,78.6
5605,379.71,73.8,22.0,23.34,5.0,52.8,78.6
5606,379.36,73.99,22.0,23.34,5.0,52.8,78.6
5607,379.01,74.25,22.0,23.34,5.0,52.65,78.6
5608,378.68,74.53,22.0,23.34,5.0,52.48,78.6
5609,378.48,74.82,22.0,23.34,5.0,52.19,78.6
5610,378.29,74.96,22.0,23.34,5.0,52.03,78.6
5611,378.19,75.16,22.0,23.34,5.0,51.48,78.6
5612,378.12,75.47,22.0,23.34,5.0,50.23,78.6
5613,378.32,75.77,22.0,23.34,5.0,48.7,78.6
5614,378.55,76.02,22.0,23.34,5.0,47.98,78.6
5615,379.0,76.31,22.0,23.34,5.0,47.72,78.6
5616,379.45,76.52,22.0,23.34,5.0,46.86,78.6
5617,379.9,76.57,22.0,23.34,5.0,45.14,78.6
5618,380.35,76.72,22.0,23.34,5.0,43.72,78.6
5619,380.85,76.94,22.0,23.34,5.0,42.17,78.6
5620,381.36,77.09,22.0,23.34,5.0,40.47,78.6
5621,381.96,77.07,22.0,23.34,5.0,39.0,78.6
5622,382.53,77.03,22.0,23.34,5.0,39.0,78.6
5623,382.83,77.06,22.0,23.34,5.0,39.11,78.6
5624,383.12,77.16,22.0,23.34,5.0,39.26,78.6
5625,383.32,77.17,22.0,23.34,5.0,39.3,78.6
5626,383.51,77.16,22.0,23.34,5.0,39.48,78.6
5627,383.61,77.03,22.0,23.34,5.0,39.93,78.6
5628,383.71,76.95,22.0,23.34,5.0,41.33,78.6
5629,383.81,76.93,22.0,23.34,5.0,43.17,78.6
5630,383.89,76.97,22.0,23.34,5.0,44.49,78.6
5631,383.79,76.97,22.0,23.34,5.0,44.98,78.6
5632,383.68,76.92,22.0,23.34,5.0,45.08,78.6
5633,383.53,76.83,22.0,23.34,5.0,45.03,78.6
5634,383.39,76.76,22.0,23.34,5.0,45.15,78.59
5635,383.29,76.82,22.0,23.34,5.0,45.5,78.54
5636,383.19,76.85,22.0,23.34,5.0,45.95,78.5
5637,383.09,76.84,22.0,23.34,5.0,46.0,78.5
5638,382.99,76.8,22.0,23.34,5.0,46.45,78.5
5639,382.89,76.79,22.0,23.34,5.0,47.0,78.5
5640,382.78,76.83,22.0,23.34,5.0,47.59,78.5
5641,382.63,76.92,22.0,23.34,5.0,48.3,78.5
5642,382.49,76.87,22.0,23.34,5.0,48.25,78.5
5643,382.39,76.92,22.0,23.34,5.0,48.45,78.5
5644,382.28,76.99,22.0,23.34,5.0,48.88,78.5
5645,382.08,77.04,22.0,23.34,5.0,50.11,78.5
5646,381.85,77.16,22.0,23.34,5.0,51.55,78.5
5647,381.35,77.25,22.0,23.34,5.0,51.73,78.5
5648,380.86,77.35,22.0,23.34,5.0,51.73,78.5
5649,380.51,77.47,22.0,23.34,5.0,51.73,78.5
5650,380.17,77.63,22.0,23.34,5.0,51.83,78.5
5651,379.87,77.81,22.0,23.34,5.0,51.88,78.5
5652,379.58,78.02,22.0,23.34,5.0,51.88,78.5
5653,379.38,78.2,22.0,23.34,5.0,51.73,78.5
5654,379.18,78.36,22.0,23.34,5.0,51.68,78.5
5655,378.98,78.57,22.0,23.34,5.0,51.51,78.5
5656,378.78,78.81,22.0,23.34,5.0,51.35,78.5
5657,378.58,79.09,22.0,23.34,5.0,51.23,78.5
5658,378.41,79.32,22.0,23.34,5.0,50.78,78.5
5659,378.51,79.5,22.0,23.34,5.0,49.4,78.5
5660,378.66,79.68,22.0,23.34,5.0,47.02,78.5
5661,379.21,79.85,22.0,23.32,5.0,44.6,78.5
5662,379.77,80.01,22.0,23.31,5.0,43.35,78.5
5663,380.47,80.22,22.0,23.29,5.0,42.7,78.5
5664,381.16,80.32,22.0,23.27,5.0,41.73,78.5
5665,381.71,80.3,22.0,23.26,5.0,40.27,78.5
5666,382.24,80.37,22.0,23.24,5.0,39.15,78.5
5667,382.59,80.46,22.0,23.22,5.0,38.68,78.5
5668,382.92,80.56,22.0,23.21,5.0,38.38,78.5
5669,383.12,80.53,22.0,23.19,5.0,37.95,78.5
5670,383.31,80.47,22.0,23.17,5.0,37.13,78.5
5671,383.41,80.43,22.0,23.17,5.0,36.98,78.5
5672,383.52,80.43,22.0,23.17,5.0,37.13,78.5
5673,383.67,80.44,22.0,23.17,5.0,37.25,78.5
5674,383.82,80.39,22.0,23.17,5.0,37.13,78.5
5675,384.02,80.34,22.0,23.17,5.0,36.87,78.5
5676,384.21,80.36,22.0,23.17,5.0,36.28,78.5
5677,384.31,80.32,22.0,23.17,5.0,34.66,78.5
5678,384.42,80.27,22.0,23.17,5.0,32.44,78.5
5679,384.57,80.21,22.0,23.17,5.0,30.58,78.5
5680,384.72,80.24,22.0,23.17,5.0,29.46,78.5
5681,384.87,80.14,22.0,23.17,5.0,28.8,78.5
5682,385.07,79.99,22.0,23.17,5.0,27.8,78.5
5683,385.77,79.94,22.0,23.17,5.0,25.43,78.5
5684,386.4,79.82,22.0,23.17,5.0,24.94,78.5
5685,386.4,79.7,22.0,23.17,5.0,24.62,78.5
5686,386.41,79.57,22.0,23.17,5.0,24.58,78.5
5687,386.46,79.38,22.0,23.17,5.0,24.73,78.5
5688,386.5,79.23,22.0,23.17,5.0,24.73,78.5
5689,386.5,79.18,22.0,23.17,5.0,25.18,78.5
5690,386.49,78.98,22.0,23.17,5.0,25.39,78.5
5691,386.44,78.82,22.0,23.17,5.0,25.61,78.5
5692,386.35,78.71,22.0,23.17,5.0,27.43,78.5
5693,385.9,78.63,22.0,23.17,5.0,29.74,78.5
5694,385.48,78.6,22.0,23.17,5.0,33.51,78.5
5695,385.28,78.56,22.0,23.17,5.0,35.08,78.5
5696,385.08,78.51,22.0,23.17,5.0,35.73,78.5
5697,384.93,78.48,22.0,23.17,5.0,35.9,78.5
5698,384.8,78.35,22.0,23.17,5.0,36.38,78.5
5699,384.8,78.33,22.0,23.17,5.0,36.38,78.5
5700,384.8,78.29,22.0,23.17,5.0,36.38,78.5
5701,384.8,78.27,22.0,23.19,5.0,36.38,78.5
